"";"nombre";"region";"provincia";"comuna";"cut_r";"cut_p";"cut";"hogares";"hectareas";"area";"observaciones";"año"
"437";"Rotonda Los Poetas";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;15;0,77562523;4717,726978725;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"438";"Alto El Pueblito";"Biobío";"Concepción";"Coronel";"08";"081";8102;12;0,47244281;3011,02794844;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"439";"Nuestro Hogar En El Desierto";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;94;6,05711118;53018,252440995;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"440";"Alto Los Pinos";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;62;6,47521357;39405,077083845;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"441";"El Pilón";"Biobío";"Concepción";"Coronel";"08";"081";8102;52;5,27406551;33637,29301547;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"442";"Luz De Esperanza 2";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;109;2,12673935;18614,55112436;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"443";"Dignidad Del Salitre";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;8;0,38310435;2332,908003115;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"444";"Paso Seco Sur";"Biobío";"Concepción";"Coronel";"08";"081";8102;22;0,99487094;6349,779468965;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"445";"Cruz Del Sur";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;35;5,38553536;32754,147113965;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"446";"Villa Louta";"Biobío";"Concepción";"Coronel";"08";"081";8102;28;1,36081949;8684,628534905;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"447";"10 De Agosto";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;104;1,62943589;14261,209669315;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"448";"Esperanza De Chivilcan";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;51;1,78691536;10881,00828978;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"449";"Sol De La Pampa";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;186;3,25675642;28503,819930105;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"450";"El Chiflón";"Biobío";"Concepción";"Coronel";"08";"081";8102;44;1,45350579;9274,280536715;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"451";"Bienaventurados";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;14;0,9098439;5533,418058515;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"452";"Mirando las estrellas";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;164;113,89540848;996142,547173305;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"453";"El Guindo";"Biobío";"Concepción";"Talcahuano";"08";"081";8110;18;3,5669105;22897,408179385;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"454";"Newen Mapu";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;12;1,14121737;6950,320448085;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"455";"Villa La Unión";"Tarapacá";"Tamarugal";"Pozo Almonte";"01";"014";1401;60;0,97064868;8493,180412975;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"456";"Lonconao";"Biobío";"Concepción";"Talcahuano";"08";"081";8110;21;1,26679635;8145,59543294;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"457";"Allegados Nuevo Milenio";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;39;3,17658937;19342,42273513;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"458";"Nuevo Amanecer";"Tarapacá";"Tamarugal";"Pozo Almonte";"01";"014";1401;82;1,31875083;11538,379964795;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"459";"La Serena Recoleta";"Biobío";"Concepción";"Talcahuano";"08";"081";8110;60;2,68609889;17270,59273882;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"460";"Los Conquistadores Del Sur";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;25;1,27986082;7795,04029289;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"461";"Cerro San Miguel";"Biobío";"Concepción";"Talcahuano";"08";"081";8110;20;1,12805827;7241,970969585;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"462";"Canadela";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;126;2,11929728;18546,222127835;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"463";"Nueva Vida";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;13;0,62158552;3784,261120965;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"464";"Phaxi Warmi";"Tarapacá";"Tamarugal";"Pozo Almonte";"01";"014";1401;25;0,37054003;3242,58847427;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"465";"Vista Hermosa";"Biobío";"Concepción";"Talcahuano";"08";"081";8110;26;0,90491515;5819,21092118;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"466";"Infinity";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;55;1,72861049;10524,09222541;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"467";"Toma Las Vegas";"Biobío";"Biobío";"Quilleco";"08";"083";8309;23;1,62340214;10215,850072975;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"468";"La Pampa 2";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;347;8,34933353;73035,81565509;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"469";"El Sueño De Mi Casa";"Biobío";"Concepción";"Talcahuano";"08";"081";8110;8;0,33769279;2167,800784465;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"470";"Chile Despertó";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;34;0,86570624;5269,98289724;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"471";"Alto Molle";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;3390;130,14154131;1138370,28867535;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"472";"La Ligua";"Biobío";"Concepción";"Talcahuano";"08";"081";8110;28;7,75928833;49811,961797095;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"473";"Luz Y Esperanza";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;56;1,51245763;9209,399864025;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"474";"Wen Newen";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;12;0,64618709;3929,682938095;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"475";"Laguna Verde 2";"Tarapacá";"Iquique";"Iquique";"01";"011";1101;130;4,22110421;36948,96599096;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"476";"Tres Pascualas";"Biobío";"Concepción";"Concepción";"08";"081";8101;51;2,41681348;15497,49762582;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"477";"San Valentín";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;25;1,7957323;10934,855958525;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"478";"Laguna Verde Central";"Tarapacá";"Iquique";"Iquique";"01";"011";1101;244;3,67312775;32153,122241525;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"479";"Francisco Poblete";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;9;0,76236313;4640,52992376;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"480";"Laguna Verde Norte";"Tarapacá";"Iquique";"Iquique";"01";"011";1101;84;1,75338739;15348,772059255;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"481";"Pasaje Fray Bernardo Boyh";"Biobío";"Concepción";"Concepción";"08";"081";8101;12;0,60245211;3865,096755195;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"482";"Nuevo Futuro";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;11;0,44573823;2714,138504085;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"483";"Villa Alegre";"Biobío";"Concepción";"Concepción";"08";"081";8101;36;1,14842191;7367,910418085;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"484";"Caleta San Marcos";"Tarapacá";"Iquique";"Iquique";"01";"011";1101;56;7,80705747;67569,77964869;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"485";"Hasta Que La Dignidad Se Haga Costumbre 2";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;31;1,15594299;7039,63218665;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"486";"Cerro La Virgen";"Biobío";"Concepción";"Coronel";"08";"081";8102;28;1,85198718;11812,854408825;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"487";"Buscando Futuro";"Los Lagos";"Osorno";"Osorno";"10";"103";10301;110;4,77984972;27593,221019305;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"488";"Sector A Estación Antigua";"La Araucanía";"Cautín";"Galvarino";"09";"091";9106;25;3,53415502;21703,959503225;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"489";"Piedra Azul";"Los Lagos";"Llanquihue";"Puerto Montt";"10";"101";10101;96;7,79569664;43752,0276909;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"490";"Toma Los Caciques";"La Araucanía";"Cautín";"Padre Las Casas";"09";"091";9112;18;0,45576413;2771,118771455;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"491";"Ladera Angelmó";"Los Lagos";"Llanquihue";"Puerto Montt";"10";"101";10101;82;4,20739531;23639,286539825;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"492";"El Esfuerzo II Enel";"Biobío";"Concepción";"Coronel";"08";"081";8102;179;17,24819283;110038,27911788;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"493";"Los Palafitos";"La Araucanía";"Cautín";"Villarrica";"09";"091";9120;58;13,49472198;80857,08742747;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"494";"Ladera Schilling";"Los Lagos";"Osorno";"Osorno";"10";"103";10301;46;1,50355583;8686,90740406;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"495";"Libertad II";"Biobío";"Concepción";"Coronel";"08";"081";8102;36;2,38599586;15222,14723351;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"496";"Cmpc";"La Araucanía";"Malleco";"Collipulli";"09";"092";9202;28;1,51788652;9475,924518345;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"497";"Ferroviario";"Los Lagos";"Osorno";"Río Negro";"10";"103";10305;27;1,55164416;8902,94917696;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"498";"21 De Mayo Efe";"La Araucanía";"Malleco";"Purén";"09";"092";9208;22;3,27306643;20325,4440271;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"499";"Martavid";"Biobío";"Concepción";"Coronel";"08";"081";8102;185;8,93702569;57043,79801915;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"500";"Ladera Mac Iver";"Los Lagos";"Llanquihue";"Puerto Montt";"10";"101";10101;59;2,18627306;12288,46012682;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"501";"Caupolicán";"La Araucanía";"Malleco";"Purén";"09";"092";9208;50;13,93133883;86556,631114955;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"502";"Rinconada Sur Colcura";"Biobío";"Concepción";"Lota";"08";"081";8106;18;1,95702686;12452,251549585;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"503";"Yaldad";"Los Lagos";"Chiloé";"Quellón";"10";"102";10208;13;1,23281908;6583,556376495;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"504";"Toma Tijeral";"La Araucanía";"Malleco";"Renaico";"09";"092";9209;8;0,8422598;5268,48828802;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"505";"Camino Agua Potable";"Los Lagos";"Chiloé";"Ancud";"10";"102";10202;39;3,7975067;21100,80206522;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"506";"Toma Colcura (Sector Costanera)";"Biobío";"Concepción";"Lota";"08";"081";8106;25;1,42120811;9043,633601965;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"507";"Renacer 2";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;9;2,71958833;16560,362714645;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"508";"Brisas Del Mar";"Los Lagos";"Llanquihue";"Calbuco";"10";"101";10102;109;5,31282572;29579,96982223;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2011"
"509";"La Rinconada";"Biobío";"Concepción";"Lota";"08";"081";8106;12;1,50169735;9556,060722315;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"510";"Juntos Hasta Lograrlo";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;12;0,47008224;2860,92339072;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"511";"Estero Lobos Sur";"Los Lagos";"Llanquihue";"Puerto Montt";"10";"101";10101;73;7,04929985;39632,80056741;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"512";"Ladera Lintz";"Los Lagos";"Llanquihue";"Puerto Montt";"10";"101";10101;65;7,74692039;43544,867961455;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"513";"Los Litres";"Biobío";"Concepción";"Lota";"08";"081";8106;42;3,73775023;23790,919428295;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"514";"Playa Vargas";"Los Lagos";"Chiloé";"Quellón";"10";"102";10208;27;0,83745092;4471,85647721;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"515";"La Cabaña";"Biobío";"Concepción";"Coronel";"08";"081";8102;22;1,37720345;8774,16228498;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"516";"Campamento Caleta Del Rey";"Biobío";"Concepción";"San Pedro de La Paz";"08";"081";8108;87;8,90242323;57076,824986355;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"517";"Los Álamos";"Los Lagos";"Chiloé";"Castro";"10";"102";10201;34;3,49967701;19094,948552265;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"518";"Campamento Padre Hurtado";"Biobío";"Concepción";"San Pedro de La Paz";"08";"081";8108;37;2,33060115;14943,391709295;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"519";"Por Un Futuro Mejor III";"Los Lagos";"Osorno";"Osorno";"10";"103";10301;380;12,21330132;70504,05788351;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"520";"Newen Quilen";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;31;0,90883748;5531,58536248;"NUEVO CAMPAMENTO";" "
"521";"Quiriquina III";"Biobío";"Concepción";"Talcahuano";"08";"081";8110;155;5,47611946;35190,217221255;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"522";"Arca Verde";"Los Lagos";"Llanquihue";"Puerto Montt";"10";"101";10101;18;0,584634;3286,843077175;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"523";"Unión Obrera I";"Biobío";"Arauco";"Arauco";"08";"082";8202;22;1,02623796;6519,516468115;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"524";"Pelluhuín";"Los Lagos";"Llanquihue";"Puerto Montt";"10";"101";10101;92;5,30812897;29808,62817467;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"525";"Andalicán";"Biobío";"Arauco";"Arauco";"08";"082";8202;24;15,87840912;100920,53895875;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"526";"Generación 2";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;0;0,39235618;2388,529497265;"NUEVO CAMPAMENTO";" "
"527";"Bernardo O'Higgins";"Los Lagos";"Osorno";"Puerto Octay";"10";"103";10302;37;1,42601539;8136,17670632;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"528";"Sauce Parte";"Biobío";"Arauco";"Curanilahue";"08";"082";8205;9;11,11475608;70051,33819405;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"529";"Pasaje Colon";"Los Lagos";"Osorno";"Puerto Octay";"10";"103";10302;13;1,39198691;7940,52390355;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"530";"Jamaica";"Biobío";"Arauco";"Curanilahue";"08";"082";8205;26;20,19147779;127266,56628348;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"531";"14 de febrero";"La Araucanía";"Cautín";"Temuco";"09";"091";9101;0;0,6351219;3863,22529667;"NUEVO CAMPAMENTO";" "
"532";"Ladera Larraín";"Los Lagos";"Llanquihue";"Puerto Montt";"10";"101";10101;18;0,29503057;1657,98730769;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"533";"Cerro Verde";"La Araucanía";"Cautín";"Purén";"09";"092";9208;0;4,70691199;29226,540961625;"NUEVO CAMPAMENTO";" "
"534";"El Bulnes";"Biobío";"Arauco";"Curanilahue";"08";"082";8205;17;10,6940683;67407,13874913;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"535";"Ladera Alerce Lintz";"Los Lagos";"Llanquihue";"Puerto Montt";"10";"101";10101;84;7,78868468;43778,519944865;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"536";"Cementerio";"Biobío";"Arauco";"Curanilahue";"08";"082";8205;12;1,31475732;8288,5683624;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"537";"Futuro Esperanza";"Los Lagos";"Llanquihue";"Puerto Montt";"10";"101";10101;73;1,39346717;7836,85371897;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"538";"El Castaño";"Biobío";"Arauco";"Curanilahue";"08";"082";8205;92;56,23696832;354857,055336015;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"539";"Los Aromos";"La Araucanía";"Cautín";"Padre Las Casas";"09";"091";9112;0;8,09893046;49131,3242966;"NUEVO CAMPAMENTO";" "
"540";"Pasaje 18 De Septiembre";"Los Lagos";"Llanquihue";"Puerto Montt";"10";"101";10101;11;0,63025796;3542,877526495;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"541";"Recinto Estación";"Biobío";"Biobío";"Mulchén";"08";"083";8305;39;7,89046817;49342,796984355;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"542";"Andres Sabella";"Antofagasta";"Antofagasta";"Taltal";"02";"021";2104;0;2,87787616;23373,785067585;"NUEVO CAMPAMENTO";" "
"543";"Sector Mediaguas";"Los Lagos";"Llanquihue";"Puerto Montt";"10";"101";10101;18;0,78772023;4430,082612035;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"544";"Rupanco";"Biobío";"Concepción";"Coronel";"08";"081";8102;20;0,34608286;2208,606825375;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"545";"Nuevo Amanecer";"Los Lagos";"Llanquihue";"Puerto Montt";"10";"101";10101;67;3,21671905;18089,8062979;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"546";"Mi Casa Sobre La Roca";"Biobío";"Arauco";"Lebu";"08";"082";8201;8;2,33063903;14636,64398128;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"547";"Villa Esperanza";"Antofagasta";"Antofagasta";"Taltal";"02";"021";2104;74;1,47199277;11955,596127265;"NUEVO CAMPAMENTO";" "
"548";"Frente Ladera Angelmo";"Los Lagos";"Llanquihue";"Puerto Montt";"10";"101";10101;30;1,78484389;10028,16716634;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"549";"Newen Mapu";"Biobío";"Arauco";"Lebu";"08";"082";8201;10;4,64464145;29178,40581949;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"550";"Pirámide Alta";"Antofagasta";"Antofagasta";"Taltal";"02";"021";2104;0;12,32854528;100126,217632905;"NUEVO CAMPAMENTO";" "
"551";"Bicentenario";"Los Lagos";"Llanquihue";"Calbuco";"10";"101";10102;48;1,61565215;8995,28912522;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"552";"Comité Unidos";"Biobío";"Arauco";"Lebu";"08";"082";8201;23;4,17722426;26265,677741325;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"553";"Juan Luis Ysern";"Los Lagos";"Chiloé";"Castro";"10";"102";10201;31;3,05988303;16687,98662952;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"554";"Punta Lavapiés";"Biobío";"Arauco";"Arauco";"08";"082";8202;38;4,16860867;26522,92055283;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"555";"Avenida Langdon";"Los Lagos";"Chiloé";"Quemchi";"10";"102";10209;10;0,43299272;2384,84742048;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"556";"La Granja";"Biobío";"Arauco";"Cañete";"08";"082";8203;65;9,66600735;60464,34948979;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"557";"Línea Férrea";"Los Lagos";"Llanquihue";"Puerto Varas";"10";"101";10109;54;3,16228321;17849,3287445;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"558";"La Unión";"Biobío";"Arauco";"Los Alamos";"08";"082";8206;23;3,81431114;23954,345326695;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"559";"El Mirador";"Los Lagos";"Llanquihue";"Calbuco";"10";"101";10102;14;0,70794676;3944,617597495;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"560";"Villa Abril";"Biobío";"Arauco";"Los Alamos";"08";"082";8206;36;4,02850837;25302,850554365;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"561";"El Progreso";"Los Lagos";"Llanquihue";"Calbuco";"10";"101";10102;40;1,56128077;8698,93194554;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"562";"Derecho A La Vivienda Y Las ánimas";"Biobío";"Arauco";"Los Alamos";"08";"082";8206;20;25,70824801;161524,915673845;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"563";"Pablo Téllez";"Los Lagos";"Llanquihue";"Los Muermos";"10";"101";10106;26;0,95487911;5384,07399575;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"564";"Las Cachillas";"Biobío";"Arauco";"Los Alamos";"08";"082";8206;25;28,50288089;178976,73305663;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"565";"Magallanes";"Antofagasta";"Tocopilla";"Tocopilla";"02";"023";2301;0;1,84881962;15792,90474747;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
