OBJECTID_12,OBJECTID,OBJECTID_1,FOLIO,NOMBRE,REGION,CUT_R,PROVINCIA,CUT_P,CUT,COMUNA,AN_CAT,N_HOG,FUENTE,OBS,HECTAREAS,Shape_Leng,Shape_Length,Shape_Area
101,101,100,560105,El Estero,Valparaíso,05,San Antonio,056,5601,San Antonio,CATASTRO_2019,10,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.53388608,412.41342372,0.0032271006457877,3.58780777056577e-07
102,102,101,510149,Pasaje Aguila,Valparaíso,05,Valparaíso,051,5101,Valparaíso,CATASTRO_2019,44,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.53193735,876.50949105,0.00723069425892948,1.03617894316711e-06
103,103,102,510150,Quebrada De Los Plátanos,Valparaíso,05,Valparaíso,051,5101,Valparaíso,CATASTRO_2019,29,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.93508513,505.56218775,0.00415623230844367,6.32603045703986e-07
104,104,103,510932,Alto Las Palmas,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2019,18,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.10163611,488.51226927,0.00408133102753786,7.45463041733407e-07
105,105,104,510933,21 De Febrero,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2019,40,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.40139212,563.41704597,0.00465559052232574,9.48445566663182e-07
106,106,105,510934,San Expedito,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,31,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,3.13456559,1283.41501885,0.0102728059161647,2.12028154340037e-06
107,107,106,510935,Villa Esperanza,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,162,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,6.62112337,1815.36719018,0.0148275026253601,4.48150915017338e-06
108,108,107,510936,Villa Alegre,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,32,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.70639047,858.04633982,0.00711301181355756,1.15483194021955e-06
109,109,108,510937,Buena Esperanza,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,23,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.09477734,542.93778545,0.00447075375498787,7.40883471638529e-07
110,110,109,510975,Teresita De Los Andes,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,9,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.86860246,690.61621972,0.00549116527962781,5.8802895846823e-07
111,111,110,510302,Las Palmeras,Valparaíso,05,Valparaíso,051,5103,Concón,CATASTRO_2011,17,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.74502604,554.84553915,0.00438338921698916,5.04643184823307e-07
112,112,111,510704,Las Gaviotas,Valparaíso,05,Valparaíso,051,5107,Quintero,CATASTRO_2011,44,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,3.94250572,824.77138127,0.00686295900053185,2.67088735458539e-06
113,113,112,550303,San Andrés - Renacer De Ocoa,Valparaíso,05,Quillota,055,5503,Hijuelas,CATASTRO_2011,33,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.59391965,833.94506065,0.00733981037637448,1.08063886697285e-06
114,114,113,510938,Guyana,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,75,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,3.80488034,901.31479018,0.00757904781617569,2.57435736838744e-06
115,115,114,510993,Fe Y Esperanza,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,35,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.84680728,908.96019579,0.00756727373465323,1.2495422580018e-06
116,116,115,510939,Villa Independencia,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,106,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,4.52468151,2421.21615955,0.0198386607883565,3.06138781568279e-06
117,117,116,510940,La Unión (Villa Hermosa Y Familiar),Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,72,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,8.02489626,2040.16747648,0.0174202417291173,5.42928962041157e-06
118,118,117,510941,Chile Nuevo,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,60,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,3.53851698,1803.29435817,0.0148376428789207,2.39404554635245e-06
119,119,118,510942,Esfuerzo Y Esperanza,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,66,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,6.35247154,1866.65302119,0.015730444956964,4.29839837069164e-06
120,120,119,510943,El Peumo,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,32,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,1.66120961,1026.0048548,0.00871617923470557,1.12408036941985e-06
121,121,120,510944,Caminando Hacia Mi Casa,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,72,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,4.98865439,2013.13780194,0.0167312583923813,3.37570381885618e-06
122,122,121,510945,Granadillas IV,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,44,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,3.01207392,1515.80897013,0.0124700096694635,2.03811799894817e-06
123,123,122,510994,Miraflores Granadillas 6 Y 5,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,88,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,6.00303299,3701.13908851,0.0293871086875608,4.06206720502514e-06
124,124,123,510946,Santa Fe Allipén,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,85,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,5.09491545,1695.65727348,0.0142282233389099,3.44767257972261e-06
125,125,124,510947,Ulises Poirier,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,14,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.45195576,421.56116328,0.00351841992891416,3.05854080445463e-07
126,126,125,510948,Manuel Rodriguez,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,19,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.40932458,899.18219826,0.00729792359515213,1.63078581538345e-06
127,127,126,510949,Felipe Camiroaga,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2019,669,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,36.97467707,5976.19669716,0.0478504504647441,2.50075625496042e-05
128,128,127,510960,Ilusión y Progreso,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,15,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.34302474,270.62933581,0.00228685462894348,2.32058290497455e-07
129,129,128,510988,Juan Pablo II,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,80,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,4.36294053,1266.35879792,0.0100635403046094,2.95091204031648e-06
130,130,129,510962,Rucamanqui,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,41,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.98748124,1212.46264095,0.0102398524052419,2.02072477606629e-06
131,131,130,510963,Nuevo Horizonte-Los Boldos Motrihue,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2011,48,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,6.09134951,1904.68390968,0.0152926861600807,4.12003323389278e-06
132,132,131,580105,Río Backer,Valparaíso,05,Marga Marga,058,5804,Quilpué,CATASTRO_2011,26,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,1.56734872,1119.3961109,0.00863322976673755,1.05999281693182e-06
133,133,132,530101,Ex Sila Bicicross,Valparaíso,05,Los Andes,053,5301,Los Andes,CATASTRO_2011,44,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.57421035,1113.30673303,0.00910664810490203,1.06752193942432e-06
134,134,133,530102,Terraplén,Valparaíso,05,Los Andes,053,5301,Los Andes,CATASTRO_2011,36,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,8.81664947,3670.45985732,0.0312180005132432,5.97756858061465e-06
135,135,134,580110,Los Colonos,Valparaíso,05,Marga Marga,058,5801,Quilpué,CATASTRO_2011,43,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,8.11636666,1429.85918432,0.0115059768054025,5.49107284442326e-06
136,136,135,560301,Los Faluchos,Valparaíso,05,San Antonio,056,5603,Cartagena,CATASTRO_2011,31,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.81324849,425.55741517,0.00365739383106488,5.47016795168563e-07
137,137,136,560302,27 De Febrero,Valparaíso,05,San Antonio,056,5603,Cartagena,CATASTRO_2011,78,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,3.32358881,764.32456726,0.0062032329471267,2.2351217088472e-06
138,138,137,510202,La Playita,Valparaíso,05,Valparaíso,051,5102,Casablanca,CATASTRO_2011,38,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.05025083,1370.11307005,0.0116830347358203,1.38363992631373e-06
139,139,138,560501,Domingo Jofre,Valparaíso,05,San Antonio,056,5605,El Tabo,CATASTRO_2011,11,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.23234856,313.02119978,0.00245678914071627,1.56441141617141e-07
140,140,139,510153,La Fuerza De Los Vientos,Valparaíso,05,Valparaíso,051,5101,Valparaíso,CATASTRO_2019,29,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,4.92087081,1079.06991986,0.00882624378781371,3.32816633461958e-06
141,141,140,510154,Ángel Parra,Valparaíso,05,Valparaíso,051,5101,Valparaíso,CATASTRO_2019,30,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,3.17097273,1294.12396383,0.0102877953068642,2.14454642860434e-06
142,142,141,510155,Viento Fuerte,Valparaíso,05,Valparaíso,051,5101,Valparaíso,CATASTRO_2019,27,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,7.32695201,1757.2023307,0.0146385951221188,4.95526494570912e-06
143,143,142,510156,Buenavista,Valparaíso,05,Valparaíso,051,5101,Valparaíso,CATASTRO_2019,19,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.74968298,534.27831633,0.00435870739170327,5.0703997149355e-07
144,144,143,510157,Colonizadores Del Alto,Valparaíso,05,Valparaíso,051,5101,Valparaíso,CATASTRO_2019,29,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,2.21038097,2046.02197963,0.0163714574598873,1.49452374676061e-06
145,145,144,510950,Las Rocas,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2019,19,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.5524776,705.70788921,0.00558982654469385,3.73736273497829e-07
146,146,145,510951,El Salto (Comité Medialuna De El Salto),Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2019,126,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,8.38772928,2942.52164259,0.0251459670121364,5.67316237198274e-06
147,147,146,510952,Por Un Mañana Mejor,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2019,13,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.42441388,337.2306642,0.00289884544928322,2.87149681067624e-07
148,148,147,510953,Canchita El Ciprés,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2019,24,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.80291809,510.649899,0.0041028909732417,5.43246431571255e-07
149,149,148,510954,Eben Ezer II,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2019,29,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.81498205,772.00279572,0.00632268289437836,1.2280924490856e-06
150,150,149,510955,Caupolicán,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2019,22,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.51909266,490.03378797,0.00394752966375793,3.51305197947242e-07
151,151,150,510956,Fénix,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2019,83,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,4.89583698,1331.93374571,0.0107924240748605,3.31336163935311e-06
152,152,151,510957,Villa Bendición,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2019,31,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.31868598,521.50150939,0.004447550523416,8.92389579492424e-07
153,153,152,510958,Villa Libertad,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2019,36,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.62548795,547.51566227,0.00461830762411851,1.1000083701028e-06
154,154,153,510959,Juventud Libertad,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2019,29,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.59850819,617.49944532,0.00542294676636529,4.05035493359401e-07
155,155,154,510158,Faro Vista Al Mar,Valparaíso,05,Valparaíso,051,5101,Valparaíso,CATASTRO_2019,18,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.58875112,384.34608152,0.00324795192154908,3.9817133421804e-07
156,156,155,510159,La Laguna,Valparaíso,05,Valparaíso,051,5101,Valparaíso,CATASTRO_2019,11,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.70502712,532.94178461,0.00448042573401566,4.76851882919876e-07
157,157,156,510961,Sauce 2,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2019,49,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,4.07827832,872.17664535,0.00710301782884558,2.75912086300463e-06
158,158,157,510964,Nueva Ampliación,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2019,22,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.31764987,242.2735928,0.00194796484326685,2.15001668201471e-07
159,159,158,510965,Esperanza,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2019,23,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.50840111,357.78313019,0.00279970044721082,3.44118812805821e-07
160,160,159,530103,Las Juntas,Valparaíso,05,Los Andes,053,5301,Los Andes,CATASTRO_2019,21,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,3.84292577,1901.90622714,0.015756173214122,2.60625611066016e-06
161,161,160,580405,Sargento Aldea,Valparaíso,05,Marga Marga,058,5804,Villa Alemana,CATASTRO_2019,16,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.6517499,622.4930372,0.00543297659260279,4.4087970164124e-07
162,162,161,580406,Ex Santa Elena,Valparaíso,05,Marga Marga,058,5804,Villa Alemana,CATASTRO_2019,31,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.0373034,714.86422366,0.00625198537910324,7.01697166241152e-07
163,163,162,510160,Visión De Crecer II,Valparaíso,05,Valparaíso,051,5101,Valparaíso,CATASTRO_2019,13,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.76624855,1046.80569716,0.00855506112258679,5.18229469599268e-07
164,164,163,510161,Tranque Seco II,Valparaíso,05,Valparaíso,051,5101,Valparaíso,CATASTRO_2019,20,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.10990177,611.79978581,0.00517566980543409,7.50690406982063e-07
165,165,164,580101,Los Marineros,Valparaíso,05,Marga Marga,058,5801,Quilpué,CATASTRO_2019,77,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,9.33081558,3395.84418837,0.0288961174508189,6.31061612631116e-06
166,166,165,580102,La Loma,Valparaíso,05,Marga Marga,058,5801,Quilpué,CATASTRO_2019,104,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,11.79775973,2569.23451901,0.0207958065194093,7.97923816010407e-06
167,167,166,510162,Eben Ezer,Valparaíso,05,Valparaíso,051,5101,Valparaíso,CATASTRO_2019,22,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.28295522,887.44791047,0.0072295849613981,8.67702001003232e-07
168,168,167,510966,El Palto,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2019,19,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.3846373,780.64190075,0.00663346008568034,9.36990743899113e-07
169,169,168,510163,Los Lancheros Del Bongo (Sector 1),Valparaíso,05,Valparaíso,051,5101,Valparaíso,CATASTRO_2011,128,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.7830501,1210.44475305,0.0102264667796302,1.88231890848913e-06
170,170,801,110716,Chile Nuevo,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2019,83,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.7448988,615.97926051,0.00542217080934609,1.32099848355528e-06
171,171,169,510164,"Pje. Los Lancheros - Ensenada (Ex Lancheros Del Bongo, Sector 2)",Valparaíso,05,Valparaíso,051,5101,Valparaíso,CATASTRO_2019,61,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.95678751,855.67168653,0.00695928727053968,1.32347661149446e-06
172,172,170,510166,Sor Teresa (Ex Pampa Ilusión),Valparaíso,05,Valparaíso,051,5101,Valparaíso,CATASTRO_2019,14,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.70839421,845.56071679,0.00666738537423325,1.15524715085881e-06
173,173,171,540101,Vista Hermosa,Valparaíso,05,Petorca,054,5401,La Ligua,CATASTRO_2011,25,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.73242728,364.19046914,0.00301575496586108,4.98705666792008e-07
174,174,172,570501,Lo Aranda,Valparaíso,05,San Felipe de Aconcagua,057,5705,Putaendo,CATASTRO_2019,32,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,5.61373288,1310.66272465,0.0103954733620714,3.81310589190077e-06
175,175,173,540202,Grupo Rukanhue,Valparaíso,05,Petorca,054,5402,Cabildo,CATASTRO_2019,9,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.68107669,333.63826691,0.0028174370539511,4.63930867926366e-07
176,176,174,510196,Sector Calle Conti,Valparaíso,05,Valparaíso,051,5101,Valparaíso,CATASTRO_2019,25,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.91864333,575.97584163,0.0046293548018798,6.21287849257811e-07
177,177,175,510195,Sector Torres De Alta Tensión,Valparaíso,05,Valparaíso,051,5101,Valparaíso,CATASTRO_2019,12,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,1.44823551,859.00123085,0.00677677332254335,9.79454433619063e-07
178,178,176,560303,Los Faluchos - Las Dunas,Valparaíso,05,San Antonio,056,5603,Cartagena,CATASTRO_2019,56,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,3.06620704,883.89724969,0.00687676488436868,2.06242644970534e-06
179,179,177,510199,Villa Otaegui,Valparaíso,05,Valparaíso,051,5101,Valparaíso,CATASTRO_2022,23,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,7.22273367,1816.16818657,0.0151467192808093,4.88263593536078e-06
180,180,178,5109119,Terrazas De Santa Julia,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2022,63,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,8.3760282,1438.49759025,0.0114697233873041,5.66805796501213e-06
181,181,179,510997,Cumbres Del Mar- Entre Vientos,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2022,63,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,13.0834865,2099.73209295,0.0171158120758794,8.85353422233183e-06
182,182,180,510998,Alto El Quitral,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2022,15,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.75450658,548.15584496,0.00441739786704168,5.10490563488602e-07
183,183,181,580408,Lomas De Bellavista 2,Valparaíso,05,Marga Marga,058,5804,Villa Alemana,CATASTRO_2022,82,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,11.07907902,1377.26767358,0.0112008699166712,7.49231215996548e-06
184,184,182,580409,Viñas Fundo El Bosque,Valparaíso,05,Marga Marga,058,5804,Villa Alemana,CATASTRO_2022,76,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,67.79883505,4420.02878906,0.0351250841759802,4.58735431164737e-05
185,185,183,5109101,Limite,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2022,41,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,5.00284563,1131.29550753,0.00917188402390504,3.3840740417626e-06
186,186,184,5109102,Naciones Unidas,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2022,44,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.54415311,770.54103088,0.00645070242772638,1.04465261250476e-06
187,187,185,5109108,Toma Miraflores,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2022,21,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.10480664,597.76504103,0.00480226756795694,7.47545424290534e-07
188,188,186,5109109,Victoria,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2022,27,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.19663736,896.3957307,0.00712375167372376,1.48628909100431e-06
189,189,187,5109103,Nueva Generación II,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2022,23,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,7.76828898,1924.05391562,0.0156156351828074,5.25461022366284e-06
190,190,188,5109112,Villa Rukan II,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2022,45,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,12.21893863,1675.99978449,0.0141067319749583,8.26889012047265e-06
191,191,189,5109111,Villa Rukan,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2022,100,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,8.54183129,1675.0910655,0.0141378992011641,5.78067566863555e-06
192,192,190,5109104,Nuevo Amanecer De Reñaca,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2022,54,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,3.31229605,784.51777944,0.00666151696971172,2.24157230695433e-06
193,193,191,5109106,Villa Vista Hermosa,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2022,66,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,8.21358422,1457.15817481,0.0122085353397536,5.55788226148354e-06
194,194,192,5109107,Sin Nombre El Olivar,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2022,70,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.34799928,724.15322797,0.00589056075413879,1.58857881943296e-06
195,195,193,5109117,Nueva Constitución,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2022,110,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,7.17669657,1163.58722971,0.00933846132540227,4.85650775743299e-06
196,196,194,5109110,Alto Los Pinos,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2022,65,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,6.77153384,1200.61794966,0.0100803633357413,4.58218392938154e-06
197,197,195,5109115,Provisorio (Comité Emilia),Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2022,27,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.90131523,1495.3992243,0.011899257575648,1.96327483594562e-06
198,198,196,510706,Villa Estación,Valparaíso,05,Valparaíso,051,5107,Quintero,CATASTRO_2022,46,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.29296504,1694.41805998,0.0141567049457905,1.55551495014335e-06
